RUN_ID,dRAD,A_front,HM_VA,AWD,iAG,m_curb,Achsabstand,h_s,Gewichtsverteilung,MainAxle_TorqueSplit_int,Hybrid_BFM_ICE_priority,VM,EV,Hy,i_GET_EV,i_ges_P4,mode,use_cus_val,Gear_Ratio,No_Gears,shiftDelay,Displacement_cc,Induction_Type,Boost_Pressure_bar,P0,P2,P3,P4,P4_DM,n_ICE_idle,n_ICE_max,tq_ICE_idle,tq_ICE_max,Pwr_ICE_max_kW,tq_P0_max,Pwr_P0_max_kW,n_P0_max,Pwr_P0_nmax_red_perc,tq_P2_max,Pwr_P2_max_kW,n_P2_max,Pwr_P2_nmax_red_perc,tq_P3_max,Pwr_P3_max_kW,n_P3_max,Pwr_P3_nmax_red_perc,tq_P4_max,Pwr_P4_max_kW,n_P4_max,Pwr_P4_nmax_red_perc,Cell_Cap_Ah,Cell_V_nom,Cell_R_inner,Cell_V_min,Cell_V_max,Cell_I_max_chg,Cell_I_max_dis,SOC_Vector,Cell_OCV_Vector,n_s,n_p,facSocInit,SOC_Recup_Limit,SOC_Bat_Discharge_Limit
838,0.6611,2.430656,0,0,3.09,1480,2.47,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[4.11, 2.25, 1.4, 1.0, 0.79, 0.6]",6,0.35,2998,Turbo,1,0,0,0,0,0,1000,7600,64,320,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
839,0.6364,2.31089,0,0,3.09,1505,2.47,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[5.25, 3.36, 2.17, 1.72, 1.32, 1.0, 0.82, 0.64]",8,0.1,1997,Turbo,0,0,0,0,0,0,1000,6500,80,400,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
840,0.6647,2.3628,0,0,3.45,1595,2.444,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[2.64, 1.78, 1.3, 1.0, 0.74, 0.49]",6,0.1,5354,NA,0,0,0,0,0,0,1000,6500,83.4,417,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
841,0.6647,2.268966,0,0,2.73,1548,2.656,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[3.06, 1.63, 1.0, 0.7]",4,0.35,5665,NA,0,0,0,0,0,0,1000,6500,96.6,483,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
842,0.6647,2.268966,0,0,2.73,1540,2.656,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[3.06, 1.63, 1.0, 0.7]",4,0.35,5665,NA,0,0,0,0,0,0,1000,6500,96.6,483,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
843,0.6677,2.5,0,0,3.09,1460,2.6,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[2.66, 1.78, 1.3, 1.0, 0.74, 0.5]",6,0.35,5967,NA,0,0,0,0,0,0,1000,6500,108.6,543,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
844,0.6647,2.3628,0,0,3.09,1519,2.686,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[2.66, 1.78, 1.3, 1.0, 0.74, 0.5]",6,0.35,5354,NA,0,0,0,0,0,0,1000,6500,115,575,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
845,0.6665,2.401042,0,0,3.42,1495,2.686,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[2.66, 1.78, 1.3, 1.0, 0.74, 0.5]",6,0.1,6162,NA,0,0,0,0,0,0,1000,6500,127.4,637,377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
846,0.6677,2.308688,0,0,3.09,1503,2.686,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[2.66, 1.78, 1.3, 1.0, 0.74, 0.5]",6,0.35,7011,NA,0,0,0,0,0,0,1000,6500,115,575,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
847,0.6665,2.434635,0,0,3.42,1588,2.71,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[2.97, 2.07, 1.43, 1.0, 0.71, 0.57, 0.48]",7,0.2,6168,NA,0,0,0,0,0,0,1000,6500,126,630,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
848,0.6665,2.401042,0,0,3.42,1539,2.71,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[2.97, 2.07, 1.43, 1.0, 0.71, 0.57, 0.48]",7,0.35,6162,NA,0,0,0,0,0,0,1000,6500,126,630,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
849,0.6725,2.2302,0,0,3.09,1659,2.71,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[2.97, 2.07, 1.43, 1.0, 0.71, 0.57, 0.48]",7,0.1,5354,NA,0,0,0,0,0,0,1000,6500,176.2,881,485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
850,0.6725,2.442495,0,0,3.42,1614,2.71,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[2.97, 2.07, 1.43, 1.0, 0.71, 0.57, 0.48]",7,0.1,6162,NA,0,0,0,0,0,0,1000,6500,126,630,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
851,0.6665,2.442495,0,0,3.42,1589,2.71,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[2.97, 2.07, 1.43, 1.0, 0.71, 0.57, 0.48]",7,0.1,6162,NA,0,0,0,0,0,0,1000,6500,126,630,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
852,0.6725,2.2302,0,0,3.09,1659,2.71,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[2.97, 2.07, 1.43, 1.0, 0.71, 0.57, 0.48]",7,0.1,5354,NA,0,0,0,0,0,0,1000,6500,176.2,881,485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
853,0.6725,2.503688,0,0,5.17,1730,2.722,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[4.23, 2.57, 1.78, 1.28, 0.95, 0.74, 0.58, 0.48]",8,0.06,6162,NA,0,0,0,0,0,0,1000,6500,122.6,613,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
854,0.6725,2.632365,0,0,5.17,1767,2.722,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[4.23, 2.57, 1.78, 1.28, 0.95, 0.74, 0.58, 0.48]",8,0.06,2993,Turbo,0,0,0,0,0,0,1000,6500,122.6,613,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
855,0.6215,3.097638,1,0,4.54,1200,2.69,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[3.64, 1.95, 1.28, 0.98, 0.77]",5,1.2,1360,NA,0,0,0,0,0,0,1000,6500,24,120,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
856,0.6215,3.097638,1,0,4.54,1200,2.69,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[3.64, 1.95, 1.28, 0.98, 0.77]",5,1.2,1360,NA,0,0,0,0,0,0,1000,6500,22.2,111,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
857,0.6215,3.097638,1,0,3.95,1237,2.69,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[3.45, 1.87, 1.28, 0.95, 0.8]",5,1.2,1360,NA,0,0,0,0,0,0,1000,6500,29.4,147,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
858,0.6345,3.097638,1,0,3.79,1245,2.69,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[3.45, 1.87, 1.28, 0.95, 0.74]",5,1.2,1587,NA,0,0,0,0,0,0,1000,6500,29.4,147,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
859,0.6215,3.097638,1,0,4.54,1200,2.69,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[3.64, 1.95, 1.28, 0.98, 0.77]",5,1.2,1761,NA,0,0,0,0,0,0,1000,6500,24,120,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
860,0.6345,3.097638,1,0,4.54,1272,2.693,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[3.64, 1.95, 1.28, 0.98, 0.77]",5,1.2,1587,NA,0,0,0,0,0,0,1000,6500,24,120,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
861,0.6215,3.097638,1,0,5.07,1472,2.728,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[3.46, 1.87, 1.29, 0.95, 0.74]",5,1.2,1360,NA,0,0,0,0,0,0,1000,6500,26.4,132,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
862,0.6345,3.097638,1,0,4.05,1272,2.693,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[3.45, 1.87, 1.28, 0.95, 0.8]",5,1.2,1587,NA,0,0,0,0,0,0,1000,6500,24,120,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
863,0.6215,2.6503,1,0,4.54,1211,2.46,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[3.42, 1.81, 1.28, 0.98, 0.76]",5,0.6,1360,NA,0,0,0,0,0,0,1000,6500,23.2,116,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
864,0.6215,2.6503,1,0,4.06,1252,2.46,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[3.42, 1.59, 1.37, 1.05, 0.85]",5,1.2,1360,NA,0,0,0,0,0,0,1000,6500,29.4,147,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
865,0.6215,2.548843,1,0,4.29,1053,2.46,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[3.42, 1.81, 1.28, 0.98, 0.77]",5,1.2,1124,NA,0,0,0,0,0,0,1000,6500,18.8,94,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
866,0.5831,2.548843,1,0,3.94,1080,2.46,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[3.42, 1.81, 1.28, 0.98, 0.77]",5,1.2,1124,NA,0,0,0,0,0,0,1000,6500,23.2,116,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
867,0.6215,2.548843,1,0,3.77,1126,2.46,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[3.42, 1.95, 1.37, 1.05, 0.85]",5,1.2,1124,NA,0,0,0,0,0,0,1000,6500,26.6,133,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
868,0.6215,2.51717,1,0,3.76,1119,2.46,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[3.42, 1.95, 1.37, 1.05, 0.85]",5,1.2,1360,NA,0,0,0,0,0,0,1000,6500,26.6,133,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
869,0.6215,2.548843,1,0,3.76,1126,2.46,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[3.42, 1.95, 1.37, 1.05, 0.85]",5,1.2,1360,NA,0,0,0,0,0,0,1000,6500,26.6,133,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
870,0.6364,2.6503,1,0,4.06,1280,2.46,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[3.42, 1.95, 1.37, 1.05, 0.85]",5,0.8,1587,NA,0,0,0,0,0,0,1000,6500,29.4,147,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
871,0.6319,2.579202,1,0,4.54,1256,2.608,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[3.64, 1.95, 1.28, 0.98, 0.77]",5,1.2,1360,NA,0,0,0,0,0,0,1000,6500,26.6,133,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
872,0.6319,2.579202,1,0,4.69,1275,2.608,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[3.42, 1.81, 1.28, 0.98, 0.77]",5,0.8,1360,NA,0,0,0,0,0,0,1000,6500,29.4,147,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
873,0.6319,2.579202,1,0,4.05,1354,2.608,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[3.45, 1.87, 1.37, 1.05, 0.8]",5,0.6,1360,NA,0,0,0,0,0,0,1000,6500,38,190,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
874,0.6319,2.579202,1,0,4.69,1275,2.608,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[3.42, 1.81, 1.28, 0.98, 0.77]",5,0.8,1997,NA,0,0,0,0,0,0,1000,6500,29.4,147,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
875,0.6683,2.970296,1,0,4.76,1585,2.728,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[3.46, 1.87, 1.29, 0.95, 0.74]",5,1.2,1749,NA,0,0,0,0,0,0,1000,6500,34,170,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
876,0.6683,2.970296,1,0,4.7,1675,2.728,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[2.73, 1.5, 1.0, 0.71]",4,1.2,1749,NA,0,0,0,0,0,0,1000,6500,40,200,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
877,0.6683,2.970296,1,0,4.18,1635,2.728,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[3.54, 2.04, 1.43, 1.1, 0.88, 0.74]",6,1.2,1749,NA,0,0,0,0,0,0,1000,6500,40,200,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
878,0.6319,2.579202,1,0,4.54,1256,2.608,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[3.64, 1.95, 1.28, 0.98, 0.77]",5,1.2,1360,NA,0,0,0,0,0,0,1000,6500,26.6,133,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
879,0.6319,2.579202,1,0,3.9,1346,2.608,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[3.54, 1.92, 1.32, 1.03, 0.82, 0.68]",6,0.8,1360,NA,0,0,0,0,0,0,1000,6500,48,240,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
880,0.6319,2.579202,1,0,4.76,1292,2.608,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[3.46, 1.87, 1.29, 0.95, 0.74]",5,1,1360,NA,0,0,0,0,0,0,1000,6500,32,160,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
